,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,0.9425335327122374,2972,7340.6379450960885
1,0,1,0.855094531459953,2982,7200.0
2,0,2,0.5407758504488189,2971,7378.2454377615495
3,0,3,0.763558405564591,2980,7200.0
4,0,4,0.8193050525008461,2983,7460.065614021494
5,1,0,0.9141517441996254,2971,7262.393342120815
6,1,1,0.6891200422203827,2991,7200.0
7,1,2,0.7716799510921921,2980,7200.0
8,1,3,0.9328852725102227,2992,7200.0
9,1,4,0.9615318443463304,2981,7200.0
