request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
4,BrokerDecisionRequest,1,360,360,2977;-1;-1,2983;-1;-1,,,,,13.47694671413731,112.30788928447757,0:t_wait:0;t_drive:43.476946714137284;fare:11;add_fleet_vmt:112.30788928447757;chosen_by_broker:True|1:t_wait:79.67189809945614;t_drive:43.476946714137284;fare:11;add_fleet_vmt:1364.978;chosen_by_broker:False,,,0,4,360,403.47694671413734,11,0
0,BrokerDecisionRequest,1,180,180,2966;-1;-1,2988;-1;-1,,,,,278.91382899027775,2634.7327710788463,0:t_wait:154.03520157294633;t_drive:308.9138289902778;fare:263;add_fleet_vmt:3987.4740276638263;chosen_by_broker:False|1:t_wait:0;t_drive:308.91382899027775;fare:263;add_fleet_vmt:2634.7327710788463;chosen_by_broker:True,,,1,0,180,488.9138289902776,263,0
1,BrokerDecisionRequest,1,180,180,2966;-1;-1,2973;-1;-1,,,,,296.69307469402173,2980.382453472116,0:t_wait:154.03520157294633;t_drive:326.6930746940218;fare:298;add_fleet_vmt:4333.123710057096;chosen_by_broker:False|1:t_wait:0;t_drive:376.34142212259326;fare:298;add_fleet_vmt:519.8276823932697;chosen_by_broker:True,,,1,0,180,556.3414221225929,298,0
3,BrokerDecisionRequest,1,360,360,2982;-1;-1,2980;-1;-1,,,,,158.13938860976756,1274.3900625592087,0:t_wait:11.83038934960257;t_drive:188.1393886097676;fare:127;add_fleet_vmt:1372.9766404725633;chosen_by_broker:False|1:t_wait:0;t_drive:188.1393886097676;fare:127;add_fleet_vmt:1274.3900625592087;chosen_by_broker:True,,,1,2,360,548.1393886097674,127,0
2,BrokerDecisionRequest,1,300,300,2970;-1;-1,2987;-1;-1,,,,,171.63648313227776,1834.4631759372724,0:t_wait:104.91513427278915;t_drive:201.63648313227782;fare:183;add_fleet_vmt:3095.1380195148176;chosen_by_broker:True|1:t_wait:106.77085137296007;t_drive:201.63648313227776;fare:183;add_fleet_vmt:3120.911868128303;chosen_by_broker:False,,,0,2,404.9151342727892,606.5516174050668,183,0
5,BrokerDecisionRequest,1,660,660,2983;-1;-1,2985;-1;-1,,,,,77.7585747541395,660.473174979857,0:t_wait:0;t_drive:107.75857475413954;fare:66;add_fleet_vmt:660.473174979857;chosen_by_broker:True|1:t_wait:100.42005346517067;t_drive:107.75857475413954;fare:66;add_fleet_vmt:1497.306953856279;chosen_by_broker:False,,,0,4,660,767.7585747541395,66,0
8,BrokerDecisionRequest,1,900,900,2977;-1;-1,2986;-1;-1,,,,,111.94455948550961,1060.4065922814564,0:t_wait:83.83847853172324;t_drive:141.94455948550967;fare:106;add_fleet_vmt:1773.7075280171216;chosen_by_broker:True|1:t_wait:132.58664960817623;t_drive:141.94455948550967;fare:106;add_fleet_vmt:2053.988481873401;chosen_by_broker:False,,,0,0,991.5022874490586,1133.446846934568,106,0
9,BrokerDecisionRequest,1,900,900,2976;-1;-1,2982;-1;-1,,,,,113.5625231680923,828.4892168769597,0:t_wait:99.8766090386531;t_drive:143.5625231680923;fare:82;add_fleet_vmt:1609.8065779133544;chosen_by_broker:True|1:t_wait:113.23706194000329;t_drive:143.56252316809218;fare:82;add_fleet_vmt:2117.648373658451;chosen_by_broker:False,,,0,4,953.6804572641747,1097.242980432267,82,0
6,BrokerDecisionRequest,1,840,840,2993;-1;-1,2988;-1;-1,,,,,208.72429496749368,2316.518160262808,0:t_wait:188.9662684610778;t_drive:238.72429496749373;fare:231;add_fleet_vmt:4475.857;chosen_by_broker:False|1:t_wait:20.890707553044194;t_drive:238.72429496749373;fare:231;add_fleet_vmt:2606.666876277311;chosen_by_broker:True,,,1,1,860.8907075530442,1099.6150025205377,231,0
7,BrokerDecisionRequest,1,840,840,2966;-1;-1,2967;-1;-1,,,,,103.09018014133937,889.1057434150202,0:t_wait:229.98696027803135;t_drive:133.09018014133926;fare:88;add_fleet_vmt:2960.9691788571195;chosen_by_broker:True|1:t_wait:229.98696027803135;t_drive:133.09018014133926;fare:88;add_fleet_vmt:2960.9691788571195;chosen_by_broker:False,,,0,1,1069.9869602780316,1203.0771404193704,88,0
13,BrokerDecisionRequest,1,1140,1140,2987;-1;-1,2984;-1;-1,,,,,127.4257940665604,1389.2919531006646,0:t_wait:0;t_drive:157.42579406656046;fare:138;add_fleet_vmt:1389.2919531006646;chosen_by_broker:False|1:t_wait:0;t_drive:157.42579406656046;fare:138;add_fleet_vmt:1389.2919531006646;chosen_by_broker:True,,,1,3,1140,1297.42579406656,138,0
10,BrokerDecisionRequest,1,960,960,2977;-1;-1,2991;-1;-1,,,,,254.82775117248474,2383.691365711668,0:t_wait:31.5022874490586;t_drive:361.46068717248465;fare:238;add_fleet_vmt:2166.9757734302116;chosen_by_broker:True|1:t_wait:132.58664960817623;t_drive:284.8277511724848;fare:238;add_fleet_vmt:3377.273255303612;chosen_by_broker:False,,,0,0,991.5022874490586,1352.9629746215426,238,0
11,BrokerDecisionRequest,1,1080,1080,2977;-1;-1,2981;-1;-1,,,,,113.57192524896666,969.4191104080554,0:t_wait:126.91487853172339;t_drive:143.57192524896664;fare:96;add_fleet_vmt:1522.044737427333;chosen_by_broker:True|1:t_wait:132.58664960817623;t_drive:143.57192524896664;fare:96;add_fleet_vmt:1963.0009999999997;chosen_by_broker:False,,,0,4,1206.9148785317234,1350.4868037806903,96,0
14,BrokerDecisionRequest,1,1200,1200,2975;-1;-1,2981;-1;-1,,,,,108.18066588994196,924.4919490828495,0:t_wait:75.9806162856205;t_drive:138.18066588994202;fare:92;add_fleet_vmt:1936.0618016280623;chosen_by_broker:False|1:t_wait:70.06202256657639;t_drive:138.18066588994202;fare:92;add_fleet_vmt:1853.859111085784;chosen_by_broker:True,,,1,0,1270.062022566576,1408.242688456518,92,0
12,BrokerDecisionRequest,1,1080,1080,2992;-1;-1,2980;-1;-1,,,,,198.06309279928786,2377.7959948882412,0:t_wait:181.61629531920016;t_drive:228.06309279928792;fare:237;add_fleet_vmt:2774.173146274756;chosen_by_broker:True|1:t_wait:217.6905634285713;t_drive:228.06309279928792;fare:237;add_fleet_vmt:4246.98611861093;chosen_by_broker:False,,,0,1,1261.6162953191995,1489.679388118488,237,0
15,BrokerDecisionRequest,1,1320,1320,2993;-1;-1,2969;-1;-1,,,,,63.79644102995483,886.0616809715947,0:t_wait:119.71587957026895;t_drive:93.79644102995485;fare:88;add_fleet_vmt:1674.2964719261197;chosen_by_broker:True|1:t_wait:188.9662684610778;t_drive:93.79644102995485;fare:88;add_fleet_vmt:3045.400520708786;chosen_by_broker:False,,,0,0,1439.7158795702685,1533.5123206002231,88,0
16,BrokerDecisionRequest,1,1440,1440,2977;-1;-1,2979;-1;-1,,,,,85.83247653831305,715.2706378192755,0:t_wait:132.58664960817623;t_drive:115.83247653831313;fare:71;add_fleet_vmt:1708.8525274112199;chosen_by_broker:False|1:t_wait:43.52576857432109;t_drive:115.83247653831313;fare:71;add_fleet_vmt:1077.9853759386178;chosen_by_broker:True,,,1,3,1483.525768574321,1599.3582451126342,71,0
20,BrokerDecisionRequest,1,1560,1560,2981;-1;-1,2979;-1;-1,,,,,36.17924043220354,176.13052741122,0:t_wait:118.44863131008378;t_drive:66.17924043220364;fare:17;add_fleet_vmt:808.3882022793445;chosen_by_broker:False|1:t_wait:0;t_drive:66.17924043220364;fare:17;add_fleet_vmt:176.13052741122;chosen_by_broker:True,,,1,4,1560,1626.1792404322039,17,0
19,BrokerDecisionRequest,1,1500,1500,2989;-1;-1,2975;-1;-1,,,,,126.96715614988648,1557.6160345823869,0:t_wait:37.51804354900537;t_drive:156.96715614988648;fare:155;add_fleet_vmt:4.547473508864641e-13;chosen_by_broker:True|1:t_wait:37.51804354900537;t_drive:156.96715614988648;fare:155;add_fleet_vmt:1923.938844396204;chosen_by_broker:False,,,0,3,1537.5180435490054,1694.4851996988916,155,0
18,BrokerDecisionRequest,1,1500,1500,2989;-1;-1,2977;-1;-1,,,,,200.30021679086175,2168.7248732571807,0:t_wait:37.51804354900537;t_drive:230.30021679086167;fare:216;add_fleet_vmt:2535.0476830709977;chosen_by_broker:True|1:t_wait:37.51804354900537;t_drive:230.30021679086167;fare:216;add_fleet_vmt:2535.0476830709977;chosen_by_broker:False,,,0,3,1537.5180435490054,1797.8182603398668,216,0
21,BrokerDecisionRequest,1,1620,1620,2978;-1;-1,2979;-1;-1,,,,,37.42546113022892,311.87884275190765,0:t_wait:177.46476146920122;t_drive:67.425461130229;fare:31;add_fleet_vmt:1412.9512022793451;chosen_by_broker:False|1:t_wait:79.08939415911755;t_drive:67.425461130229;fare:31;add_fleet_vmt:993.94352741122;chosen_by_broker:True,,,1,3,1707.499743982405,1774.925205112634,31,0
17,BrokerDecisionRequest,1,1500,1500,2984;-1;-1,2972;-1;-1,,,,,166.20078449443824,1890.1043999290782,0:t_wait:133.26973817671228;t_drive:196.20078449443827;fare:189;add_fleet_vmt:3000.68555140168;chosen_by_broker:True|1:t_wait:133.26973817671228;t_drive:196.20078449443827;fare:189;add_fleet_vmt:3000.68555140168;chosen_by_broker:False,,,0,4,1633.2697381767123,1829.4705226711499,189,0
22,BrokerDecisionRequest,1,1620,1620,2985;-1;-1,2982;-1;-1,,,,,129.65668328940987,1095.1193087163879,0:t_wait:134.86890125201535;t_drive:159.65668328940978;fare:109;add_fleet_vmt:2197.76306420073;chosen_by_broker:False|1:t_wait:136.5520020425979;t_drive:159.65668328940978;fare:109;add_fleet_vmt:2190.5387351614468;chosen_by_broker:True,,,1,0,1745.0431802193098,1904.6998635087193,109,0
24,BrokerDecisionRequest,1,1680,1680,2969;-1;-1,2977;-1;-1,,,,,256.65680684883455,2203.346162362212,0:t_wait:179.22710742857134;t_drive:385.4986468488346;fare:220;add_fleet_vmt:2048.885533483096;chosen_by_broker:True|1:t_wait:130.60686149103276;t_drive:286.65680684883455;fare:220;add_fleet_vmt:3552.1376830709987;chosen_by_broker:False,,,0,0,1680,1966.6568068488348,220,0
23,BrokerDecisionRequest,1,1680,1680,2967;-1;-1,2990;-1;-1,,,,,137.56405431369114,1532.7491772517287,0:t_wait:91.2954359457433;t_drive:167.56405431369126;fare:153;add_fleet_vmt:2658.337628879116;chosen_by_broker:True|1:t_wait:205.09288943677598;t_drive:167.56405431369126;fare:153;add_fleet_vmt:3773.6651495879023;chosen_by_broker:False,,,0,2,1916.7153620235044,2084.279416337196,153,0
25,BrokerDecisionRequest,1,1680,1680,2990;-1;-1,2982;-1;-1,,,,,224.7451087756582,1872.8759064638184,0:t_wait:145.49295690862436;t_drive:254.74510877565808;fare:187;add_fleet_vmt:3314.670064200729;chosen_by_broker:False|1:t_wait:113.87048432189567;t_drive:254.74510877565808;fare:187;add_fleet_vmt:2875.469056051721;chosen_by_broker:True,,,1,1,1793.870484321896,2048.6155930975547,187,0
26,BrokerDecisionRequest,1,2040,2040,2991;-1;-1,2993;-1;-1,,,,,56.75290494872581,788.2347909545251,0:t_wait:120.64210352765213;t_drive:86.7529049487257;fare:78;add_fleet_vmt:1265.245690149289;chosen_by_broker:True|1:t_wait:175.7305866341717;t_drive:86.7529049487257;fare:78;add_fleet_vmt:3080.5375188469166;chosen_by_broker:False,,,0,2,2209.4148075276526,2296.1677124763787,78,0
27,BrokerDecisionRequest,1,2040,2040,2969;-1;-1,2993;-1;-1,,,,,75.16881497004519,1044.011319028405,0:t_wait:120.99889750633292;t_drive:135.16881497004488;fare:104;add_fleet_vmt:260.7320000000002;chosen_by_broker:True|1:t_wait:176.08738061285248;t_drive:105.16881497004533;fare:104;add_fleet_vmt:3341.2695188469165;chosen_by_broker:False,,,0,2,2160.998897506333,2296.1677124763787,104,0
28,BrokerDecisionRequest,1,2100,2100,2973;-1;-1,2981;-1;-1,,,,,178.24268845651838,1853.8591110857842,0:t_wait:34.44352830090247;t_drive:208.2426884565184;fare:185;add_fleet_vmt:2332.2414485983195;chosen_by_broker:True|1:t_wait:200.9820240347617;t_drive:208.2426884565184;fare:185;add_fleet_vmt:3961.8507374273327;chosen_by_broker:False,,,0,4,2134.4435283009025,2342.6862167574222,185,0
29,BrokerDecisionRequest,1,2160,2160,2981;-1;-1,2976;-1;-1,,,,,135.07555748348486,1148.616045695707,0:t_wait:118.44863131008378;t_drive:165.07555748348477;fare:114;add_fleet_vmt:1780.8737205638315;chosen_by_broker:False|1:t_wait:31.55259956779628;t_drive:165.07555748348477;fare:114;add_fleet_vmt:1295.739518284487;chosen_by_broker:True,,,1,4,2191.5525995677963,2356.6281570512815,114,0
