sim_time,reservation_time_trigger,RV_computation_time,Update_V2RB_computation_time,Compute_V2RB_computation_time,Solve_assignment_computation_time,N_V2RBs_at_start,N_V2RBs_after_update,N_V2RBs_after_build,N_Rqs_unassigned,N_Rqs_assigned,N_Rqs_locked,user_requests,request_batch
2940,0.0,0.03934001922607422,0.0,0.0005068778991699219,0.0030329227447509766,0,0,5,0,1,0,0.04116,0.04386
3000,0.0,0.0,0.0,0.0,0.003154754638671875,5,4,4,0,1,0,0.01874,0.00387
3060,0.0,0.03929638862609863,0.0005056858062744141,0.0010066032409667969,0.0030324459075927734,3,1,6,0,2,0,0.1426,0.04458
3120,0.0,0.0,0.0075531005859375,0.0,0.003038644790649414,6,5,5,0,2,0,0.0,0.0119
3180,0.0,0.0,0.0015740394592285156,0.0,0.00142669677734375,4,2,2,0,1,1,0.0,0.0037
3240,0.0,0.0,0.000514984130859375,0.0,0.0013380050659179688,2,2,2,0,1,1,0.0,0.00342
3300,0.0,0.00992274284362793,0.0,0.019891023635864258,0.0031936168670654297,2,2,7,0,1,2,0.03701,0.03286
3360,0.0,0.021625518798828125,0.0005068778991699219,0.002524852752685547,0.0030510425567626953,2,4,8,0,1,3,0.04647,0.02906
3420,0.0,0.0,0.0,0.0,0.0019681453704833984,3,3,3,0,0,4,0.03741,0.00378
3480,0.0,0.0,0.0,0.0,0.003191232681274414,2,2,2,0,0,3,0.0,0.00349
3540,0.0,0.0,0.0,0.0,0.0015785694122314453,1,1,1,0,0,2,0.0,0.00321
3600,0.0,0.0,0.0,0.0,0.0010256767272949219,1,1,1,0,0,2,0.08204,0.0031
3660,0.0,0.0,0.0,0.0,0.0020225048065185547,1,1,1,0,0,1,0.0,0.00321
3720,0.0,0.0015757083892822266,0.0,0.0,0.0015742778778076172,1,1,1,0,0,1,0.03647,0.00304
3780,0.0,0.0,0.0,0.0,0.0015377998352050781,0,0,0,0,0,0,0.0,0.00272
3840,0.0,0.0422213077545166,0.0,0.0016608238220214844,0.0015795230865478516,0,0,5,0,1,0,0.11026,0.04721
3900,0.0,0.0,0.0,0.0,0.0030426979064941406,5,4,4,0,1,0,0.0,0.00394
3960,0.0,0.0,0.0,0.0,0.0025413036346435547,1,1,1,0,0,1,0.0,0.00311
