operator_id,vehicle_id,vehicle_type,status,locked,start_time,end_time,start_pos,end_pos,driven_distance,start_soc,end_soc,charging_power,charging_unit,toll,rq_on_board,occupancy,rq_boarding,rq_alighting,route,trajectory
0,5,default_vehtype,route,False,60,117.93167148282812,2967;-1;-1,2969;-1;-1,804.6065483726129,0.5435646498507704,0.5434841891959331,0.0,,0,,0,,,2967;3896;6788;5444;1716;2720;4210;1711;98;2497;7434;2760;542;1074;336;2969,2967:60;3896:66.0795464347745;6788:67.3465304347745;5444:77.88293843477449;1716:80.6732984347745;2720:81.4199384347745;4210:82.3182104347745;1711:83.4478904347745;98:92.0636984347745;2497:93.5743304347745;7434:100.7821784347745;2760:107.32071443477449;542:114.84881843477449;1074:115.78222643477449;336:116.80534643477449;2969:117.93167148282812
0,6,default_vehtype,boarding,True,60,90.0,2988;-1;-1,2988;-1;-1,0.0,0.7644474598764522,0.7644474598764522,0.0,,0,2,1,2,,,
0,2,default_vehtype,route,False,120.0,156.1792404322035,2981;-1;-1,2979;-1;-1,176.13052741122,0.9627983191463305,0.9627807060935893,0.0,,0,,0,,,2981;6320;7278;2411;6281;2286;2287;6538;2979,2981:120;6320:123.37311885414516;7278:126.89187885414516;2411:132.72699885414517;6281:137.77111313985944;2286:142.53802742557372;2287:147.304941711288;6538:152.34905599700227;2979:156.1792404322035
0,4,default_vehtype,route,False,120.0,166.32663142567893,2977;-1;-1,2984;-1;-1,386.0552618806575,0.8229470565333281,0.82290845100714,0.0,,0,,0,,,2977;6202;7315;7530;2803;7558;2806;4344;2996;2984,2977:120;6202:123.89309210311183;7315:130.78841210311182;7530:138.00389210311184;2803:145.55885210311183;7558:152.95385210311184;2806:160.78769210311185;4344:161.99069210311185;2996:164.03417210311184;2984:166.32663142567893
0,5,default_vehtype,boarding,True,117.93167148282812,147.9316714828281,2969;-1;-1,2969;-1;-1,0.0,0.5434841891959331,0.5434841891959331,0.0,,0,1,1,1,,,
0,5,default_vehtype,route,False,147.9316714828281,180.0,2969;-1;-1,1657;4439;0.042,331.77550959835696,0.5434841891959331,0.5434510116449732,0.0,,0,1,1,,,2969;7192;1664;1659;538;4990;4939;5252;3070;1657,2969:147.9316714828281;7192:151.53531443477448;1664:154.78921043477447;1659:159.54877043477447;538:160.69981043477446;4990:164.39689043477446;4939:165.78745043477446;5252:171.21217043477446;3070:172.24861043477446;1657:179.76541043477445
0,1,default_vehtype,boarding,True,180.0,210.0,2981;-1;-1,2981;-1;-1,0.0,0.8575946831862098,0.8575946831862098,0.0,,0,5,1,5,,,
0,2,default_vehtype,boarding,True,156.1792404322035,186.1792404322035,2979;-1;-1,2979;-1;-1,0.0,0.9627807060935893,0.9627807060935893,0.0,,0,3,1,3,,,
0,4,default_vehtype,boarding,True,166.32663142567893,196.32663142567893,2984;-1;-1,2984;-1;-1,0.0,0.82290845100714,0.82290845100714,0.0,,0,4,1,4,,,
0,5,default_vehtype,route,False,180.0,227.71245427278907,1657;4439;0.042,2970;-1;-1,397.6037856065758,0.5434510116449732,0.5434112512664125,0.0,,0,1,1,,,1657;4439;4842;1272;3423;4282;4975;6830;4349;4937;669;5061;7265;3848;534;2839;3560;2970,1657:180;4439:185.39557043477444;4842:189.78013043477443;1272:189.96505043477444;3423:191.18161043477443;4282:194.95909043477442;4975:196.00885043477442;6830:196.78177043477442;4349:197.3306504347744;4937:201.70021043477442;669:212.00761043477442;5061:217.8159704347744;7265:218.59921043477442;3848:219.5738504347744;534:223.61881043477442;2839:224.97745043477443;3560:226.05301043477442;2970:227.71245427278907
0,6,default_vehtype,route,False,90.0,224.3821430723187,2988;-1;-1,2976;-1;-1,1582.8408391747612,0.7644474598764522,0.7642891757925347,0.0,,0,2,1,,,2988;3447;6082;7383;364;3029;3886;5711;6045;2157;4817;456;5901;7605;2830;5852;6913;1321;597;2204;6066;6049;7367;2188;2186;5744;6033;5746;6031;146;2828;2376;3091;4274;880;3109;3874;4306;429;4313;68;7318;7325;3011;4;4345;7330;2976,2988:90;3447:91.53951244297899;6082:94.36292044297899;7383:94.771808442979;364:95.207192442979;3029:97.231400442979;3886:97.729424442979;5711:100.269008442979;6045:101.663288442979;2157:105.851816442979;4817:106.328600442979;456:106.943480442979;5901:107.69904844297899;7605:111.17074444297899;2830:111.40013644297899;5852:117.926864442979;6913:119.82327244297899;1321:124.97170444297899;597:125.434592442979;2204:126.991880442979;6066:127.637576442979;6049:131.863904442979;7367:134.13744844297898;2188:140.800616442979;2186:142.076888442979;5744:144.092312442979;6033:145.461752442979;5746:147.385160442979;6031:148.876784442979;146:149.837912442979;2828:150.92972044297898;2376:156.43160044297898;3091:169.75332844297898;4274:170.896256442979;880:171.487592442979;3109:173.33813644297902;3874:179.20241644297903;4306:191.31797644297902;429:192.72029644297902;4313:193.90325644297903;68:199.501616442979;7318:206.169656442979;7325:209.496416442979;3011:213.507056442979;4:218.292176442979;4345:220.335656442979;7330:221.538656442979;2976:224.3821430723187
0,3,default_vehtype,route,False,180.0,241.39389060431841,2992;-1;-1,2991;-1;-1,852.6929250599779,0.6917207594128889,0.691635490120383,0.0,,0,,0,,,2992;2526;5444;1716;2720;4210;1711;98;2497;7434;2760;542;1074;4204;537;2991,2992:180;2526:189.20224753494543;5444:199.73865553494542;1716:202.52901553494542;2720:203.27565553494543;4210:204.17392753494542;1711:205.30360753494543;98:213.91941553494541;2497:215.4300475349454;7434:222.63789553494541;2760:229.1764315349454;542:236.70453553494542;1074:237.6379435349454;4204:238.6195915349454;537:239.57359153494542;2991:241.39389060431841
0,3,default_vehtype,boarding,True,241.39389060431841,271.3938906043184,2991;-1;-1,2991;-1;-1,0.0,0.691635490120383,0.691635490120383,0.0,,0,7,1,7,,,
0,5,default_vehtype,boarding,True,227.71245427278907,257.71245427278905,2970;-1;-1,2970;-1;-1,0.0,0.5434112512664125,0.5434112512664125,0.0,,0,1;6,2,6,,,
0,6,default_vehtype,boarding,True,224.3821430723187,254.3821430723187,2976;-1;-1,2976;-1;-1,0.0,0.7642891757925347,0.7642891757925347,0.0,,0,2,1,,2,,
0,7,default_vehtype,route,False,60.0,260.98202403476154,2982;-1;-1,2973;-1;-1,2107.991626341549,0.7724415914984484,0.7722307923358142,0.0,,0,,0,,,2982;2809;7010;820;7498;276;2915;2661;7517;6201;7314;7529;2803;7558;2806;4344;2996;3013;7322;2804;3061;1173;3425;4304;793;118;3979;4275;103;6480;7360;3154;6028;5745;6035;5743;6038;6041;7365;6050;6068;6077;3629;4502;6912;2108;7370;1420;1084;2973,2982:60;2809:65.70096734542513;7010:68.60844734542513;820:70.58940734542513;7498:71.05740734542513;276:71.16900734542513;2915:82.51500734542513;2661:89.74836734542514;7517:97.06032734542514;6201:97.92144734542514;7314:104.81676734542513;7529:112.03224734542513;2803:119.58720734542513;7558:126.98220734542512;2806:134.81604734542512;4344:136.01904734542512;2996:138.0625273454251;3013:142.84764734542512;7322:146.8582873454251;2804:150.18504734542512;3061:156.8530873454251;1173:162.4514473454251;3425:163.6344073454251;4304:165.0367273454251;793:177.1522873454251;118:183.0165673454251;3979:184.86711134542512;4275:185.45844734542513;103:186.60137534542514;6480:199.92310334542515;7360:205.42498334542515;3154:206.51679134542513;6028:207.47791934542514;5745:208.96954334542514;6035:210.89295134542513;5743:212.26239134542513;6038:214.27781534542513;6041:215.55408734542513;7365:222.21725534542514;6050:224.49079934542513;6068:228.71712734542513;6077:229.3628233454251;3629:230.9201113454251;4502:231.3829993454251;6912:236.53143134542512;2108:238.42783934542513;7370:244.95456734542512;1420:256.6596793454251;1084:260.1946633454251;2973:260.98202403476154
0,7,default_vehtype,boarding,True,260.98202403476154,290.98202403476154,2973;-1;-1,2973;-1;-1,0.0,0.7722307923358142,0.7722307923358142,0.0,,0,0,1,0,,,
0,0,default_vehtype,route,False,300.0,337.42546113022894,2978;-1;-1,2979;-1;-1,311.87884275190765,0.9458865003910399,0.9458553125067648,0.0,,0,,0,,,2978;4103;6297;1434;3820;3877;2787;4993;6537;2979,2978:300;4103:302.6189566950277;6297:304.9782766950277;1434:310.9373566950277;3820:316.04599669502767;3877:317.95387669502765;2787:326.74639669502767;4993:327.79543669502766;6537:333.5952766950277;2979:337.42546113022894
0,1,default_vehtype,route,False,210.0,355.75221823654294,2981;-1;-1,2986;-1;-1,1365.123481873401,0.8575946831862098,0.8574581708380226,0.0,,0,5,1,,,2981;6320;3549;6384;4032;1804;4277;5239;6501;3911;5389;7301;3914;5398;5400;4040;4041;5374;5418;5424;5403;6546;1200;7312;3767;4527;3089;3131;5447;7352;414;122;3426;4305;793;118;3979;4275;103;6480;7360;2986,2981:210;6320:213.37311885414516;3549:219.01035885414515;6384:219.27219885414516;4032:222.49383885414517;1804:223.40975085414516;4277:224.99783085414515;5239:230.50247085414514;6501:236.46503085414514;3911:245.81987085414514;5389:246.88571085414515;7301:247.13963085414514;3914:248.32331085414515;5398:249.50015085414515;5400:250.82675085414516;4040:260.1315508541452;4041:263.0758708541452;5374:267.3284308541452;5418:268.3657108541452;5424:268.5089908541452;5403:269.61431085414523;6546:273.8411908541452;1200:278.45027085414523;7312:279.94403085414524;3767:281.9504308541452;4527:284.7472708541452;3089:293.1568708541452;3131:293.6371108541452;5447:296.02475085414517;7352:297.33611085414515;414:299.80583085414514;122:312.1601908541451;3426:313.4137108541451;4305:314.8160308541451;793:326.9315908541451;118:332.7958708541451;3979:334.6464148541451;4275:335.23775085414513;103:336.3806788541451;6480:349.7024068541451;7360:355.20428685414515;2986:355.75221823654294
0,3,default_vehtype,route,False,271.3938906043184,307.2560879999999,2991;-1;-1,2992;-1;-1,498.08607494002206,0.691635490120383,0.691585681512889,0.0,,0,7,1,,,2991;3010;5631;1068;2559;6740;1717;2067;2063;1937;2992,2991:271.3938906043184;3010:275.4411595349454;5631:281.2905835349454;1068:283.8429835349454;2559:290.8935835349454;6740:295.36420753494536;1717:301.1979355349454;2067:301.93571953494535;2063:302.65197553494534;1937:305.9219275349453;2992:307.2560879999999
0,3,default_vehtype,boarding,True,307.2560879999999,337.2560879999999,2992;-1;-1,2992;-1;-1,0.0,0.691585681512889,0.691585681512889,0.0,,0,7,1,,7,,
0,6,default_vehtype,route,False,254.3821430723187,355.38656039522596,2976;-1;-1,2974;-1;-1,962.7138012351245,0.7642891757925347,0.7641929044124113,0.0,,0,,0,,,2976;7557;2806;4344;2996;3013;7322;2804;3061;1173;3425;4304;793;118;3979;4275;103;6480;7360;3154;6028;2181;2180;146;2828;2974,2976:254.3821430723187;7557:259.372496442979;2806:267.206336442979;4344:268.409336442979;2996:270.452816442979;3013:275.237936442979;7322:279.248576442979;2804:282.575336442979;3061:289.243376442979;1173:294.841736442979;3425:296.024696442979;4304:297.427016442979;793:309.542576442979;118:315.406856442979;3979:317.257400442979;4275:317.84873644297903;103:318.991664442979;6480:332.313392442979;7360:337.815272442979;3154:338.907080442979;6028:339.868208442979;2181:344.1002655858361;2180:348.3323227286932;146:349.2934507286932;2828:350.3852587286932;2974:355.38656039522596
0,0,default_vehtype,boarding,True,337.42546113022894,367.42546113022894,2979;-1;-1,2979;-1;-1,0.0,0.9458553125067648,0.9458553125067648,0.0,,0,10,1,10,,,
0,0,default_vehtype,route,False,367.42546113022894,415.4532693496026,2979;-1;-1,2982;-1;-1,400.231735161447,0.9458553125067648,0.9458152893332487,0.0,,0,10,1,,,2979;2786;2411;1661;7283;796;751;4635;6299;4102;4325;7285;1218;2982,2979:367.42546113022894;2786:369.4303966950277;2411:375.2655166950277;1661:381.06535669502773;7283:382.1143966950277;796:390.90691669502775;751:392.8147966950277;4635:397.9234366950277;6299:403.8825166950277;4102:406.2418366950277;4325:411.5329966950277;7285:412.4499166950277;1218:413.5731166950277;2982:415.4532693496026
0,1,default_vehtype,boarding,True,355.75221823654294,385.75221823654294,2986;-1;-1,2986;-1;-1,0.0,0.8574581708380226,0.8574581708380226,0.0,,0,5,1,,5,,
0,6,default_vehtype,boarding,True,355.38656039522596,385.38656039522596,2974;-1;-1,2974;-1;-1,0.0,0.7641929044124113,0.7641929044124113,0.0,,0,9,1,9,,,
0,0,default_vehtype,boarding,True,415.4532693496026,445.4532693496026,2982;-1;-1,2982;-1;-1,0.0,0.9458152893332487,0.9458152893332487,0.0,,0,10,1,,10,,
0,1,default_vehtype,route,False,385.75221823654294,440.7613275434816,2986;-1;-1,2973;-1;-1,764.0154070408148,0.8574581708380226,0.8573817692973185,0.0,,0,,0,,,2986;3155;6029;5745;6035;5743;6038;6041;7365;6050;6068;6077;3629;4502;6912;2108;7370;1420;1084;2973,2986:385.75221823654294;3155:386.29609485414517;6029:387.25722285414514;5745:388.74884685414514;6035:390.67225485414514;5743:392.04169485414513;6038:394.05711885414513;6041:395.33339085414514;7365:401.9965588541451;6050:404.27010285414514;6068:408.49643085414516;6077:409.14212685414515;3629:410.6994148541452;4502:411.1623028541452;6912:416.3107348541452;2108:418.2071428541452;7370:424.7338708541452;1420:436.4389828541452;1084:439.9739668541452;2973:440.7613275434816
0,1,default_vehtype,boarding,True,440.7613275434816,470.7613275434816,2973;-1;-1,2973;-1;-1,0.0,0.8573817692973185,0.8573817692973185,0.0,,0,14,1,14,,,
0,2,default_vehtype,route,False,186.1792404322035,434.6648918140075,2979;-1;-1,2972;-1;-1,2598.7980239904605,0.9627807060935893,0.9625208262911904,0.0,,0,3,1,,,2979;2786;2307;3549;6384;4032;1804;4277;5239;6501;3911;5389;7301;3914;5398;5400;4040;4041;5374;5418;5424;5403;6546;1200;7312;3767;4527;3089;3131;5447;7352;414;122;3426;4305;793;118;3979;4275;103;6480;7360;3154;6028;5745;6035;5743;6038;6041;7365;6050;6068;6077;3629;4502;6912;2108;7370;7608;5900;3459;4818;5992;6047;5708;3884;3030;3347;7376;2207;3446;3720;5332;251;2711;3358;2296;5681;2294;2035;6308;374;7114;3246;5330;661;445;2972,2979:186.1792404322035;2786:188.18417599700226;2307:191.70293599700224;3549:197.34017599700223;6384:197.60201599700224;4032:200.82365599700225;1804:201.73956799700224;4277:203.32764799700223;5239:208.83228799700223;6501:214.79484799700222;3911:224.14968799700222;5389:225.21552799700223;7301:225.46944799700222;3914:226.65312799700223;5398:227.82996799700223;5400:229.15656799700224;4040:238.46136799700224;4041:241.40568799700225;5374:245.65824799700223;5418:246.69552799700224;5424:246.83880799700225;5403:247.94412799700225;6546:252.17100799700225;1200:256.7800879970022;7312:258.27384799700224;3767:260.2802479970022;4527:263.0770879970022;3089:271.4866879970022;3131:271.9669279970022;5447:274.35456799700216;7352:275.66592799700214;414:278.13564799700214;122:290.4900079970021;3426:291.7435279970021;4305:293.1458479970021;793:305.2614079970021;118:311.1256879970021;3979:312.9762319970021;4275:313.56756799700213;103:314.7104959970021;6480:328.0322239970021;7360:333.53410399700215;3154:334.62591199700216;6028:335.58703999700214;5745:337.07866399700214;6035:339.00207199700213;5743:340.37151199700213;6038:342.3869359970021;6041:343.66320799700213;7365:350.3263759970021;6050:352.59991999700213;6068:356.82624799700216;6077:357.47194399700214;3629:359.02923199700217;4502:359.4921199970022;6912:364.6405519970022;2108:366.5369599970022;7370:373.0636879970022;7608:373.2930799970022;5900:376.76477599700223;3459:377.5203439970022;4818:378.13522399700224;5992:378.61200799700225;6047:382.80053599700227;5708:384.19481599700225;3884:386.73439999700224;3030:387.23242399700223;3347:389.2566319970022;7376:389.6920159970022;2207:390.1009039970022;3446:392.9243119970022;3720:395.9539999970022;5332:396.9454399970022;251:397.6930159970022;2711:398.8308319970022;3358:401.0458399970022;2296:409.3468399970022;5681:411.7408399970022;2294:413.0723257112879;2035:414.40381142557356;6308:416.79781142557357;374:425.09881142557356;7114:427.31381942557357;3246:428.45163542557356;5330:429.19921142557354;661:430.19065142557355;445:433.22033942557357;2972:434.6648918140075
