sim_time,reservation_time_trigger,RV_computation_time,Update_V2RB_computation_time,Compute_V2RB_computation_time,Solve_assignment_computation_time,N_V2RBs_at_start,N_V2RBs_after_update,N_V2RBs_after_build,N_Rqs_unassigned,N_Rqs_assigned,N_Rqs_locked,user_requests,request_batch
4200,0.0,0.0,0.0,0.0,0.0031995773315429688,2,2,2,0,0,2,0.0,0.00349
4260,0.0,0.03475666046142578,0.0,0.0015411376953125,0.0015745162963867188,2,2,5,0,1,2,0.03201,0.03936
4320,0.0,0.0579991340637207,0.0,0.06752943992614746,0.0031538009643554688,1,3,9,0,2,2,0.10271,0.13089
4380,0.0,0.028760433197021484,0.0,0.017304420471191406,0.0032079219818115234,3,3,5,0,1,4,0.12384,0.05095
4440,0.0,0.056917667388916016,0.0,0.023725032806396484,0.0015628337860107422,3,5,8,0,2,4,0.07128999999999999,0.08498
4500,0.0,0.0,0.011287689208984375,0.0005114078521728516,0.0025777816772460938,8,8,8,0,2,4,0.0,0.016
4560,0.0,0.022046804428100586,0.011958122253417969,0.005055904388427734,0.002544403076171875,6,7,11,0,3,4,0.02318,0.04408
4620,0.0,0.05099368095397949,0.001035451889038086,0.1329479217529297,0.003055095672607422,3,5,14,0,4,2,0.12967,0.18996
4680,0.0,0.02870798110961914,0.0,0.047181129455566406,0.0017898082733154297,8,7,13,0,4,3,0.09918,0.08249
4740,0.0,0.0,0.012542486190795898,0.0,0.003114938735961914,9,9,9,0,3,4,0.0,0.01678
4800,0.0,0.0,0.011974334716796875,0.0,0.0031442642211914062,8,7,7,0,2,5,0.0,0.01741
4860,0.0,0.031135082244873047,0.005869150161743164,0.015966415405273438,0.003248453140258789,5,5,7,0,3,3,0.03156,0.05803
4920,0.0,0.03399801254272461,0.0005049705505371094,0.040843963623046875,0.00252532958984375,4,6,7,0,1,6,0.13174,0.08038
4980,0.0,0.060266733169555664,0.0,0.009492158889770508,0.003323078155517578,5,5,13,0,3,5,0.10688,0.07469
5040,0.0,0.0,0.0,0.0031783580780029297,0.0014243125915527344,5,5,7,0,2,4,0.0,0.00664
5100,0.0,0.03582763671875,0.005066633224487305,0.07715821266174316,0.0030412673950195312,6,5,9,0,3,2,0.10276,0.12332
5160,0.0,0.028641462326049805,0.003370523452758789,0.0,0.003084897994995117,5,5,8,0,2,4,0.04752,0.03664
5220,0.0,0.02856922149658203,0.0,0.016257286071777344,0.003056764602661133,3,5,7,0,2,3,0.03313,0.05002
5280,0.0,0.0,0.0015697479248046875,0.0,0.003217935562133789,6,5,5,0,1,4,0.0,0.00825
5340,0.0,0.0,0.0015969276428222656,0.0,0.003180980682373047,5,5,5,0,1,4,0.0,0.00641
5400,0.0,0.0655372142791748,0.0005075931549072266,0.010471105575561523,0.0028913021087646484,3,5,12,0,3,3,0.06709,0.08116
5460,0.0,0.09766483306884766,0.0030374526977539062,0.045038700103759766,0.0016415119171142578,5,7,20,0,5,3,0.10334,0.14976
5520,0.0,0.09302163124084473,0.001636505126953125,0.07834982872009277,0.003244638442993164,3,5,16,0,5,4,0.13473,0.1793
5580,0.0,0.0,0.038758039474487305,0.0,0.0025482177734375,12,12,12,0,4,5,0.12008999999999999,0.04394
5640,0.0,0.0,0.0015909671783447266,0.0,0.0016045570373535156,7,7,7,0,2,7,0.0,0.00564
5700,0.0,0.06123471260070801,0.0,0.031505584716796875,0.003122568130493164,3,5,14,0,4,7,0.13789,0.09819
5760,0.0,0.034122467041015625,0.0010075569152832031,0.06644868850708008,0.0030639171600341797,8,11,14,0,4,7,0.03415,0.10698
5820,0.0,0.0,0.0,0.03144478797912598,0.0032129287719726562,8,8,9,0,3,7,0.0,0.03754
5880,0.0,0.0,0.023291349411010742,0.03434610366821289,0.0031499862670898438,6,7,7,0,3,4,0.0,0.06263
5940,0.0,0.0,0.0,0.03683161735534668,0.003226041793823242,5,5,6,0,3,2,0.0,0.04193
6000,0.0,0.0,0.0,0.0,0.003054380416870117,3,3,3,0,0,4,0.0,0.00448
6060,0.0,0.027289867401123047,0.0005049705505371094,0.0030295848846435547,0.0030448436737060547,2,4,8,0,1,3,0.02988,0.03557
6120,0.0,0.0,0.0,0.0,0.003055572509765625,6,5,6,0,1,2,0.0,0.00444
6180,0.0,0.0,0.0005047321319580078,0.0,0.0030307769775390625,4,3,3,0,1,1,0.0,0.00432
6240,0.0,0.03121185302734375,0.0,0.0015118122100830078,0.0030357837677001953,3,2,7,0,2,1,0.0381,0.03752
6300,0.0,0.0,0.0005054473876953125,0.0,0.0015149116516113281,2,2,2,0,0,3,0.0,0.00402
6360,0.0,0.0,0.0,0.001512765884399414,0.0025255680084228516,2,2,2,0,0,2,0.0,0.00488
6420,0.0,0.03882861137390137,0.0005071163177490234,0.0,0.003048419952392578,1,1,5,0,1,1,0.03997,0.04356
6480,0.0,0.0,0.0,0.0005078315734863281,0.0015232563018798828,2,2,2,0,0,2,0.0,0.00359
6540,0.0,0.01714491844177246,0.0,0.0015227794647216797,0.002541065216064453,1,1,5,0,1,1,0.01963,0.02233
6600,0.0,0.07527971267700195,0.0,0.0031023025512695312,0.003275632858276367,1,3,10,0,2,2,0.09329,0.08307
6660,0.0,0.06786370277404785,0.0,0.07709693908691406,0.003180265426635742,4,4,15,0,4,1,0.10236,0.14981
6720,0.0,0.0,0.08207321166992188,0.0,0.0031926631927490234,13,9,9,0,4,0,0.0,0.08776
6780,0.0,0.0,0.007863521575927734,0.0015795230865478516,0.0015523433685302734,6,6,6,0,3,1,0.0,0.01406
6840,0.0,0.05528426170349121,0.006320476531982422,0.013738393783569336,0.003033161163330078,4,4,15,0,4,2,0.18253,0.07965
6900,0.0,0.028279542922973633,0.028731346130371094,0.004639387130737305,0.0025429725646972656,10,11,12,0,4,3,0.13180999999999998,0.06607
6960,0.0,0.0,0.0020232200622558594,0.0,0.002518177032470703,7,7,7,0,2,5,0.0,0.00645
7020,0.0,0.0,0.0030405521392822266,0.014104843139648438,0.004071950912475586,7,7,7,0,2,4,0.0,0.02283
7080,0.0,0.0,0.0,0.0,0.0015921592712402344,4,4,4,0,1,3,0.0,0.00438
7140,0.0,0.022915124893188477,0.0015730857849121094,0.0031118392944335938,0.003102540969848633,3,5,8,0,1,4,0.0286,0.03274
