sim_time,reservation_time_trigger,RV_computation_time,Update_V2RB_computation_time,Compute_V2RB_computation_time,Solve_assignment_computation_time,N_V2RBs_at_start,N_V2RBs_after_update,N_V2RBs_after_build,N_Rqs_unassigned,N_Rqs_assigned,N_Rqs_locked,user_requests,request_batch
6120,0.0,0.0,0.0016002655029296875,0.0,0.0016064643859863281,0,0,0,0,0,0,0.0,0.00268
6180,0.0,0.0,0.0,0.0,0.0015399456024169922,0,0,0,0,0,0,0.0,0.00266
6240,0.0,0.028803586959838867,0.0005064010620117188,0.0,0.0030622482299804688,0,0,5,0,1,0,4e-05,0.03375
6300,0.0,0.0,0.0,0.0,0.0025250911712646484,1,1,1,0,0,1,0.0,0.00323
6360,0.0,0.0,0.0,0.0,0.0025284290313720703,1,1,1,0,0,1,0.0,0.00324
6420,0.0,0.03275752067565918,0.0,0.001547098159790039,0.0015652179718017578,1,1,5,0,1,1,4e-05,0.03784
6480,0.0,0.0,0.0,0.0,0.0020432472229003906,2,2,2,0,0,2,0.0,0.00335
6540,0.0,0.029197216033935547,0.0,0.0,0.0033304691314697266,1,1,5,0,1,1,4e-05,0.03305
6600,0.0,0.03026437759399414,0.0,0.0015118122100830078,0.0025267601013183594,2,2,6,0,1,2,9e-05,0.03532
6660,0.0,0.038034677505493164,0.0,0.008348941802978516,0.0032262802124023438,3,3,10,0,2,1,9e-05,0.05123
6720,0.0,0.0,0.0,0.0,0.0031309127807617188,4,3,3,0,1,1,0.0,0.00432
6780,0.0,0.0,0.0,0.0,0.0016393661499023438,2,2,2,0,0,2,0.0,0.00333
6840,0.0,0.060643672943115234,0.0,0.0031681060791015625,0.003388643264770508,1,1,10,0,2,1,0.0001,0.06852
6900,0.0,0.026915550231933594,0.0005042552947998047,0.0015213489532470703,0.0030565261840820312,4,4,10,0,2,2,8e-05,0.03313
6960,0.0,0.0,0.0,0.0,0.0029823780059814453,6,6,6,0,1,3,0.0,0.0044
7020,0.0,0.0,0.0,0.0,0.003033161163330078,4,4,4,0,0,4,0.0,0.00435
7080,0.0,0.0,0.0,0.0,0.0020248889923095703,2,2,2,0,0,2,0.0,0.00325
7140,0.0,0.04090690612792969,0.0,0.006392717361450195,0.001569509506225586,1,3,6,0,1,2,4e-05,0.05052
