,operator_id,vehicle_id,final_soc,final_node_index,final_time
0,0,0,0.7692825930171744,2980,72773.72177675925
1,0,1,0.8876439610816038,2966,43341.401514187455
2,0,2,0.3819244672243326,2993,8066.977544971837
3,0,3,0.5428349353191281,2993,7830.717920370765
4,0,4,0.5778547771001264,2966,8161.212821200057
