time,event,station_id,ch_op_id,vid,op_id,veh_type,current_soc,socket_id,socket_power,initial_soc,transferred_power,connection_duration
2414.187017544738,detach,0,op_0,32,0,default_vehtype,1.0,0,15,0.809,9.559112573103073,2294.187017544738
6918.688965632472,detach,1,op_0,10,0,default_vehtype,1.0,4,7.5,0.719,14.03893534506735,6738.688965632472
7144.056720113716,detach,1,op_0,26,0,default_vehtype,1.0,1,7.5,0.707,14.6334515002366,7024.056720113716
8997.233235906971,detach,1,op_0,6,0,default_vehtype,1.0,3,7.5,0.633,18.369235908139135,8817.233235906971
9018.847491298658,detach,0,op_0,5,0,default_vehtype,1.0,0,15,0.543,22.82853121374441,5478.8474912986585
9248.843034695296,detach,1,op_0,22,0,default_vehtype,1.0,2,7.5,0.622,18.893422988948128,9068.843034695296
10563.691450825147,detach,1,op_0,30,0,default_vehtype,1.0,1,7.5,0.858,7.1242390223150265,3419.634730711283
10992.713870898699,detach,1,op_0,12,0,default_vehtype,1.0,0,7.5,0.547,22.651487231038477,10872.713870898699
17634.629657688893,detach,1,op_0,49,0,default_vehtype,1.0,4,7.5,0.558,22.113811786851397,10614.629657688893
