sim_time,reservation_time_trigger,RV_computation_time,Update_V2RB_computation_time,Compute_V2RB_computation_time,Solve_assignment_computation_time,N_V2RBs_at_start,N_V2RBs_after_update,N_V2RBs_after_build,N_Rqs_unassigned,N_Rqs_assigned,N_Rqs_locked,user_requests,request_batch
0,0.0,0.0,0.0,0.0,0.0020363330841064453,0,0,0,0,0,0,0.0,0.00251
60,0.0,0.0,0.0,0.0,0.0015349388122558594,0,0,0,0,0,0,0.0,0.00237
120,0.0,0.0,0.0,0.0,0.002167940139770508,0,0,0,0,0,0,0.0,0.00253
180,0.0,0.060134172439575195,0.0,0.02280259132385254,0.004073619842529297,0,0,12,0,2,0,8e-05,0.08758
240,0.0,0.0,0.018310070037841797,0.0,0.0020363330841064453,1,1,1,0,0,2,0.0,0.02177
300,0.0,0.03580784797668457,0.014542579650878906,0.013821601867675781,0.0034012794494628906,1,1,6,0,1,2,4e-05,0.06789
360,0.0,0.02400040626525879,0.00814366340637207,0.0680389404296875,0.0031540393829345703,5,4,9,0,2,2,8e-05,0.10484
420,0.0,0.0,0.0031266212463378906,0.0,0.0015668869018554688,3,3,3,0,0,4,0.0,0.00569
480,0.0,0.0,0.0005042552947998047,0.0,0.0025589466094970703,3,3,3,0,0,4,0.0,0.0043
540,0.0,0.0,0.0,0.019822359085083008,0.001519918441772461,3,3,3,0,0,3,0.0,0.02298
600,0.0,0.0,0.0,0.0,0.002019166946411133,1,1,1,0,0,1,0.0,0.00327
660,0.0,0.011193990707397461,0.0,0.0016160011291503906,0.0015354156494140625,0,0,5,0,1,0,4e-05,0.0152
720,0.0,0.0,0.0015835762023925781,0.0,0.001603841781616211,5,5,5,0,1,0,0.0,0.00395
780,0.0,0.0,0.0,0.0,0.002536296844482422,1,1,1,0,0,1,0.0,0.0031
840,0.0,0.030190467834472656,0.0,0.01757049560546875,0.003076791763305664,1,1,2,0,1,1,8e-05,0.05209
900,0.0,0.00792241096496582,0.0,0.039347171783447266,0.0031173229217529297,1,1,6,0,2,0,9e-05,0.05161
960,0.0,0.010905265808105469,0.0,0.016078472137451172,0.0036673545837402344,5,5,16,0,3,0,4e-05,0.03177
1020,0.0,0.0,0.0,0.0,0.0025475025177001953,2,2,2,0,1,2,0.0,0.0036
1080,0.0,0.06495356559753418,0.0,0.04632258415222168,0.0030295848846435547,1,1,10,0,3,2,8e-05,0.11572
1140,0.0,0.03622174263000488,0.018138408660888672,0.08608651161193848,0.0025246143341064453,7,6,13,0,3,3,4e-05,0.14583
1200,0.0,0.0,0.0,0.01862478256225586,0.003035306930541992,8,7,7,0,2,3,6e-05,0.02335
1260,0.0,0.0,0.0,0.0,0.0030260086059570312,5,5,5,0,1,4,0.0,0.0047
1320,0.0,0.0,0.0,0.0,0.0025911331176757812,4,4,4,0,0,4,4e-05,0.00424
1380,0.0,0.0,0.0,0.0,0.002518892288208008,2,2,2,0,0,2,0.0,0.00348
1440,0.0,0.0,0.0010111331939697266,0.0,0.0020322799682617188,1,1,1,0,0,1,4e-05,0.00328
