request_id,rq_type,number_passenger,rq_time,earliest_pickup_time,start,end,pickup_location,dropoff_location,access_time,egress_time,direct_route_travel_time,direct_route_distance,offers,decision_time,chosen_operator_id,operator_id,vehicle_id,pickup_time,dropoff_time,fare,modal_state
25,BasicRequest,1,660,660,2975;-1;-1,2971;-1;-1,,,,,194.97278947592864,2124.3296456327384,0:t_wait:215.02412774419508;t_drive:224.97278947592872;fare:212;vid:0,,,0,5,691.9130678735152,916.885857349444,212,0
26,BasicRequest,1,660,660,2979;-1;-1,2969;-1;-1,,,,,176.08738061285237,2297.2581998185124,0:t_wait:143.7415798607749;t_drive:206.08738061285237;fare:229;vid:1,,,0,1,803.7415798607748,1009.8289604736271,229,0
21,BasicRequest,1,600,600,2989;-1;-1,2983;-1;-1,,,,,228.90991779071337,2321.4607625416584,0:t_wait:107.21843120913809;t_drive:288.9099177907134;fare:232;vid:4,,,0,4,707.2184312091375,996.128348999851,232,0
17,BasicRequest,1,540,540,2980;-1;-1,2990;-1;-1,,,,,293.09504204314567,2515.582030976973,0:t_wait:158.1393886097676;t_drive:323.09504204314567;fare:251;vid:0,,,0,6,642.7195168291412,965.8145588722871,251,0
23,BasicRequest,1,660,660,2969;-1;-1,2983;-1;-1,,,,,279.6765855629719,3227.3280516466893,0:t_wait:59.78738858299903;t_drive:309.6765855629719;fare:322;vid:7,,,0,7,719.787388582999,1029.4639741459712,322,0
29,BasicRequest,1,900,900,2975;-1;-1,2976;-1;-1,,,,,43.17503937342681,359.7919947785567,0:t_wait:111.36956774419536;t_drive:73.1750393734269;fare:100;vid:0,,,0,0,1011.3695677441954,1084.544607117622,100,0
24,BasicRequest,1,660,660,2989;-1;-1,2979;-1;-1,,,,,271.3270624720319,2658.2385110764562,0:t_wait:47.21843120913775;t_drive:419.4870476148891;fare:265;vid:4,,,0,4,707.2184312091375,1126.705478824027,265,0
16,BasicRequest,1,540,540,2980;-1;-1,2993;-1;-1,,,,,280.34763418232785,2980.034721126262,0:t_wait:102.71951682914118;t_drive:310.34763418232785;fare:298;vid:6,,,0,8,776.1613832690275,1086.5090174513552,298,0
27,BasicRequest,1,780,780,2973;-1;-1,2977;-1;-1,,,,,143.39508320755175,1540.4760006777287,0:t_wait:131.30754517761875;t_drive:173.3950832075518;fare:154;vid:0,,,0,0,911.3075451776189,1144.7026283851706,154,0
31,BasicRequest,1,1020,1020,2986;-1;-1,2983;-1;-1,,,,,133.855829514342,1163.3652970030207,0:t_wait:137.93158691734357;t_drive:163.85582951434208;fare:116;vid:7,,,0,2,1048.5370057741159,1212.392835288458,116,0
28,BasicRequest,1,840,840,2985;-1;-1,2972;-1;-1,,,,,121.29189445184034,1503.3785975454011,0:t_wait:187.82796775688348;t_drive:151.29189445184034;fare:150;vid:2,,,0,7,1137.2225489001105,1288.5144433519504,150,0
30,BasicRequest,1,960,960,2981;-1;-1,2973;-1;-1,,,,,200.76132754348163,2129.1388889142154,0:t_wait:228.25807839182335;t_drive:230.76132754348168;fare:212;vid:4,,,0,4,1188.2580783918238,1419.0194059353048,212,0
32,BasicRequest,1,1080,1080,2968;-1;-1,2979;-1;-1,,,,,230.26400605497906,2772.5724880283537,0:t_wait:68.66781695633563;t_drive:260.26400605497906;fare:277;vid:8,,,0,8,1148.6678169563354,1408.9318230113154,277,0
34,BasicRequest,1,1080,1080,2967;-1;-1,2984;-1;-1,,,,,278.3249314716273,2823.715972615483,0:t_wait:103.09018014133926;t_drive:381.9730114716274;fare:282;vid:3,,,0,1,1171.2954359457435,1479.620367417371,282,0
41,BasicRequest,1,1320,1320,2968;-1;-1,2969;-1;-1,,,,,31.637641524974335,439.4116878468658,0:t_wait:69.38421009919307;t_drive:61.63764152497424;fare:100;vid:3,,,0,3,1389.3842100991924,1451.0218516241669,100,0
35,BasicRequest,1,1140,1140,2975;-1;-1,2991;-1;-1,,,,,196.73489181346008,1899.584204386462,0:t_wait:150.50413917276683;t_drive:226.73489181346008;fare:189;vid:0,,,0,0,1290.5041391727664,1517.2390309862265,189,0
33,BasicRequest,1,1080,1080,2967;-1;-1,2985;-1;-1,,,,,260.0224157999395,2734.66777499916,0:t_wait:103.09018014133926;t_drive:290.0224157999396;fare:273;vid:3,,,0,1,1171.2954359457435,1554.5292574599687,273,0
42,BasicRequest,1,1320,1320,2977;-1;-1,2984;-1;-1,,,,,46.326631425678904,386.05526188065755,0:t_wait:161.55609950845428;t_drive:76.3266314256789;fare:100;vid:7,,,0,2,1478.6214885743216,1554.9481200000005,100,0
36,BasicRequest,1,1200,1200,2991;-1;-1,2975;-1;-1,,,,,246.9594921865399,2902.561795613538,0:t_wait:46.36268719045643;t_drive:276.9594921865398;fare:290;vid:6,,,0,6,1246.3626871904564,1523.3221793769962,290,0
40,BasicRequest,1,1320,1320,2970;-1;-1,2988;-1;-1,,,,,125.1181991475778,1089.6601840862809,0:t_wait:296.0640151061732;t_drive:171.1166677190065;fare:108;vid:5,,,0.0,5.0,1434.470301963316,1619.5885011108942,108.0,0
43,BasicRequest,1,1380,1380,2971;-1;-1,2988;-1;-1,,,,,56.124238253750924,514.710509971057,0:t_wait:153.464262857143;t_drive:86.12423825375095;fare:100;vid:5,,,0.0,5.0,1533.4642628571432,1619.5885011108942,100.0,0
54,BasicRequest,1,1620,1620,2966;-1;-1,2978;-1;-1,,,,,267.09514930965764,2602.981249217213,0:,,,,,,,,0
44,BasicRequest,1,1380,1380,2985;-1;-1,2973;-1;-1,,,,,75.71814732417145,1051.6409350579368,0:t_wait:203.66020148624875;t_drive:105.71814732417147;fare:105;vid:6,,,0,1,1554.5292574599687,1660.24740478414,105,0
38,BasicRequest,1,1260,1260,2968;-1;-1,2980;-1;-1,,,,,169.91334574126316,1986.8272857490092,0:t_wait:129.3842100991933;t_drive:199.91334574126313;fare:198;vid:3,,,0,3,1389.3842100991924,1636.1069638404565,198,0
37,BasicRequest,1,1200,1200,2979;-1;-1,2990;-1;-1,,,,,216.96869144371541,1831.0588286976288,0:t_wait:142.96996511263342;t_drive:246.96869144371544;fare:183;vid:2,,,0,8,1408.9318230113154,1655.900514455031,183,0
39,BasicRequest,1,1320,1320,2992;-1;-1,2972;-1;-1,,,,,188.05095992337937,2128.104221158046,0:t_wait:159.29316373321308;t_drive:218.05095992337942;fare:212;vid:5,,,0,7,1490.7383120766199,1777.8819599999993,212,0
49,BasicRequest,1,1500,1500,2985;-1;-1,2971;-1;-1,,,,,164.6347673666765,1859.0277426936095,0:t_wait:54.5292574599689;t_drive:264.2840153666766;fare:185;vid:1,,,0,1,1554.5292574599687,1818.813272826645,185,0
46,BasicRequest,1,1440,1440,2991;-1;-1,2976;-1;-1,,,,,241.50016355996672,2179.155790392095,0:t_wait:77.23903098622645;t_drive:271.5001635599667;fare:217;vid:0,,,0,0,1517.2390309862265,1866.8808185461935,217,0
48,BasicRequest,1,1500,1500,2970;-1;-1,2984;-1;-1,,,,,220.45558119883816,1786.1421290379371,0:t_wait:124.69537575486811;t_drive:290.5485754845522;fare:178;vid:0,,,0,0,1624.695375754868,1915.243951239421,178,0
51,BasicRequest,1,1560,1560,2984;-1;-1,2990;-1;-1,,,,,201.62318455634957,1680.1932046362463,0:t_wait:24.948120000000472;t_drive:293.3540645563494;fare:168;vid:2,,,0,2,1584.9481200000005,1878.3021845563503,168,0
47,BasicRequest,1,1440,1440,2979;-1;-1,2975;-1;-1,,,,,151.75974624928307,1224.9515235059305,0:t_wait:257.6820856991419;t_drive:181.75974624928313;fare:122;vid:6,,,0,6,1697.682085699142,1879.4418319484248,122,0
45,BasicRequest,1,1440,1440,2976;-1;-1,2969;-1;-1,,,,,227.2210464187139,2155.6176815340255,0:t_wait:158.31586730677304;t_drive:257.22104641871397;fare:215;vid:2,,,0,2,1628.315867306773,1955.0216657254873,215,0
52,BasicRequest,1,1560,1560,2976;-1;-1,2980;-1;-1,,,,,218.71001463500278,1779.1452794361685,0:t_wait:113.23706194000329;t_drive:248.71001463500284;fare:177;vid:4,,,0,4,1673.2370619400026,1951.9470765750052,177,0
56,BasicRequest,1,1680,1680,2977;-1;-1,2980;-1;-1,,,,,188.55199336745426,1527.828435539931,0:t_wait:53.395083207551124;t_drive:218.55199336745432;fare:152;vid:4,,,0,4,1733.3950832075511,1951.9470765750052,152,0
50,BasicRequest,1,1560,1560,2968;-1;-1,2985;-1;-1,,,,,233.7283858420857,2369.472914473413,0:t_wait:27.98074713464439;t_drive:367.0125366992286;fare:236;vid:7,,,0,7,1587.9807471346444,1954.993283833873,236,0
53,BasicRequest,1,1620,1620,2970;-1;-1,2975;-1;-1,,,,,196.67695541789826,2138.531028482485,0:t_wait:76.95355441412903;t_drive:226.67695541789817;fare:213;vid:8,,,0,8,1696.9535544141288,1923.6305098320272,213,0
61,BasicRequest,1,1800,1800,2990;-1;-1,2972;-1;-1,,,,,119.50695650951727,1049.0361952928322,0:t_wait:299.2987885714292;t_drive:149.5069565095173;fare:104;vid:6,,,0,1,1925.8815519737204,2075.388508483238,104,0
55,BasicRequest,1,1620,1620,2981;-1;-1,2993;-1;-1,,,,,230.33291487224398,3062.6160462581374,0:t_wait:164.55559515054028;t_drive:260.3329148722439;fare:306;vid:3,,,0,3,1784.5555951505398,2044.8885100227837,306,0
66,BasicRequest,1,1920,1920,2984;-1;-1,2989;-1;-1,,,,,160.43873578345932,1836.5458648621607,0:t_wait:126.94387950556074;t_drive:190.43873578345938;fare:183;vid:7,,,0,0,1945.243951239421,2135.682687022881,183,0
57,BasicRequest,1,1680,1680,2986;-1;-1,2966;-1;-1,,,,,310.6460860414884,2452.019953568699,0:t_wait:115.47129525394826;t_drive:340.6460860414884;fare:245;vid:5,,,0,5,1795.4712952539483,2136.1173812954357,245,0
67,BasicRequest,1,1980,1980,2992;-1;-1,2968;-1;-1,,,,,28.14974705802471,390.9687091392321,0:t_wait:129.29243446973942;t_drive:58.149747058024786;fare:100;vid:3,,,0,3,2109.2924344697394,2167.4421815277638,100,0
58,BasicRequest,1,1740,1740,2987;-1;-1,2970;-1;-1,,,,,182.8949797248651,1680.7188240627274,0:t_wait:211.45579506509625;t_drive:212.89497972486492;fare:168;vid:1,,,0,6,2002.451695662804,2215.3466753876705,168,0
59,BasicRequest,1,1740,1740,2990;-1;-1,2977;-1;-1,,,,,245.86626401797153,2048.885533483096,0:t_wait:138.30218455635008;t_drive:363.3762880179718;fare:204;vid:2,,,0,2,1878.3021845563503,2241.6784725743205,204,0
64,BasicRequest,1,1920,1920,2980;-1;-1,2973;-1;-1,,,,,299.1366948535654,2548.1465637823403,0:t_wait:31.947076575004985;t_drive:329.13669485356536;fare:254;vid:4,,,0,4,1951.9470765750052,2281.0837714285713,254,0
65,BasicRequest,1,1920,1920,2966;-1;-1,2992;-1;-1,,,,,131.62933504116845,1285.4828948015352,0:t_wait:216.11738129543573;t_drive:161.62933504116836;fare:128;vid:5,,,0,5,2136.1173812954357,2297.7467163366045,128,0
69,BasicRequest,1,2040,2040,2984;-1;-1,2976;-1;-1,,,,,13.367747306772614,111.3978942231051,0:t_wait:278.00510400000076;t_drive:43.3677473067728;fare:100;vid:2,,,0,2,2318.005103999999,2361.3728513067713,100,0
62,BasicRequest,1,1800,1800,2979;-1;-1,2989;-1;-1,,,,,242.72360267082513,2545.239488923543,0:t_wait:274.60219635205476;t_drive:272.72360267082513;fare:254;vid:0,,,0,8,2097.9904161541735,2370.7140188250005,254,0
60,BasicRequest,1,1800,1800,2993;-1;-1,2975;-1;-1,,,,,269.9876786663855,2661.412004659013,0:t_wait:244.88851002278375;t_drive:299.98767866638514;fare:266;vid:3,,,0,3,2044.8885100227837,2445.5664332605975,266,0
70,BasicRequest,1,2160,2160,2987;-1;-1,2989;-1;-1,,,,,69.140516135734,805.5238179628254,0:t_wait:161.40420170952711;t_drive:99.14051613573383;fare:100;vid:4,,,0,4,2321.404201709527,2420.544717845262,100,0
76,BasicRequest,1,2340,2340,2967;-1;-1,2968;-1;-1,,,,,26.294029957853784,365.19486052574706,0:t_wait:37.01732852874238;t_drive:56.29402995785358;fare:100;vid:5,,,0,5,2377.017328528743,2433.311358486596,100,0
63,BasicRequest,1,1860,1860,2978;-1;-1,2971;-1;-1,,,,,294.0085214268692,2450.0710118905763,0:t_wait:213.36754588108715;t_drive:324.00852142686927;fare:245;vid:8,,,0,7,2115.23573777368,2439.244259200548,245,0
72,BasicRequest,1,2280,2280,2972;-1;-1,2981;-1;-1,,,,,196.4037047574209,2106.0954485983193,0:t_wait:108.45391655041931;t_drive:226.4037047574211;fare:210;vid:6,,,0,6,2388.45391655042,2614.8576213078422,210,0
73,BasicRequest,1,2280,2280,2972;-1;-1,2981;-1;-1,,,,,196.4037047574209,2106.0954485983193,0:t_wait:108.45391655041931;t_drive:226.4037047574211;fare:210;vid:6,,,0,6,2388.45391655042,2614.8576213078422,210,0
71,BasicRequest,1,2220,2220,2975;-1;-1,2966;-1;-1,,,,,278.7330181679733,2052.499384524949,0:t_wait:126.96715614988625;t_drive:308.7330181679731;fare:205;vid:0,,,0,0,2346.967156149887,2655.7001743178603,205,0
68,BasicRequest,1,2040,2040,2991;-1;-1,2983;-1;-1,,,,,292.24421954165257,3171.840523572809,0:t_wait:200.264623164177;t_drive:322.24421954165246;fare:317;vid:1,,,0,1,2240.264623164178,2686.7860541344025,317,0
75,BasicRequest,1,2340,2340,2979;-1;-1,2985;-1;-1,,,,,127.19375692996375,1095.419426445059,0:t_wait:167.3633491126334;t_drive:157.1937569299639;fare:109;vid:2,,,0,2,2507.363349112633,2664.5571060425973,109,0
81,BasicRequest,1,2520,2520,2973;-1;-1,2976;-1;-1,,,,,113.23706194000326,1289.1591567814912,0:t_wait:106.05616943342375;t_drive:143.23706194000306;fare:128;vid:3,,,0,7,2593.9034839574956,2737.140545897499,128,0
80,BasicRequest,1,2520,2520,2969;-1;-1,2980;-1;-1,,,,,155.08511221628882,1780.8795979021434,0:t_wait:123.78776031621192;t_drive:185.08511221628896;fare:178;vid:7,,,0,8,2523.785940767028,2708.871052983317,178,0
79,BasicRequest,1,2400,2400,2993;-1;-1,2989;-1;-1,,,,,193.31525508792765,2141.1009700766253,0:t_wait:180.18205173707292;t_drive:285.39463908792777;fare:214;vid:8,,,0,5,2522.9776149816157,2808.3722540695435,214,0
78,BasicRequest,1,2400,2400,2991;-1;-1,2989;-1;-1,,,,,159.99169603665342,1678.2737610311506,0:t_wait:123.42914678834723;t_drive:189.9916960366536;fare:167;vid:8,,,0,5,2618.38055803289,2808.3722540695435,167,0
83,BasicRequest,1,2520,2520,2975;-1;-1,2993;-1;-1,,,,,253.4877967621859,2687.8189953409874,0:t_wait:206.11819200000036;t_drive:386.792196762186;fare:268;vid:3,,,0,3,2520.0,2833.487796762187,268,0
77,BasicRequest,1,2340,2340,2969;-1;-1,2977;-1;-1,,,,,256.65680684883455,2203.346162362212,0:t_wait:154.9490000115702;t_drive:286.65680684883455;fare:220;vid:5,,,0,4,2573.6166397872894,2860.273446636122,220,0
86,BasicRequest,1,2640,2640,2984;-1;-1,2985;-1;-1,,,,,44.90889004259791,386.725802383677,0:t_wait:145.50367859072594;t_drive:74.9088900425977;fare:100;vid:7,,,0,7,2785.503678590726,2860.4125686333236,100,0
74,BasicRequest,1,2280,2280,2980;-1;-1,2972;-1;-1,,,,,344.7104419812344,2999.8842262698045,0:t_wait:157.91736935914741;t_drive:477.91915398123456;fare:299;vid:1,,,0,1,2437.9173693591474,2915.8365233403824,299,0
84,BasicRequest,1,2520,2520,2986;-1;-1,2971;-1;-1,,,,,143.92572934944374,1571.402214676488,0:t_wait:195.26614405982946;t_drive:173.92572934944383;fare:157;vid:2,,,0,2,2715.26614405983,2889.1918734092746,157,0
88,BasicRequest,1,2700,2700,2966;-1;-1,2978;-1;-1,,,,,267.09514930965764,2602.981249217213,0:t_wait:271.0219758822591;t_drive:297.0951493096577;fare:260;vid:3,,,0,0,2700.0,2997.0951493096577,260,0
82,BasicRequest,1,2520,2520,2982;-1;-1,2968;-1;-1,,,,,267.32979486850445,3256.625776810199,0:t_wait:177.77237281656198;t_drive:297.32979486850445;fare:325;vid:6,,,0,6,2697.772372816563,2995.102167685068,325,0
91,BasicRequest,1,2760,2760,2981;-1;-1,2985;-1;-1,,,,,125.04318021931016,1077.497953856279,0:t_wait:118.44863131008378;t_drive:155.04318021931022;fare:107;vid:8,,,0,8,2878.4486313100842,3033.491811529395,107,0
94,BasicRequest,1,2940,2940,2989;-1;-1,2990;-1;-1,,,,,76.35244077289025,636.2703397740854,0:t_wait:48.599849802756125;t_drive:106.35244077289008;fare:100;vid:2,,,0,2,2988.599849802757,3094.952290575648,100,0
92,BasicRequest,1,2760,2760,2992;-1;-1,2985;-1;-1,,,,,261.8781329001104,2760.4416236126453,0:t_wait:22.59708920914227;t_drive:326.31239690011034;fare:276;vid:3,,,0,3,2782.5970892091427,3108.9094861092535,276,0
90,BasicRequest,1,2760,2760,2984;-1;-1,2973;-1;-1,,,,,120.62703736676937,1438.3667374416139,0:t_wait:176.60007806180192;t_drive:150.6270373667694;fare:143;vid:4,,,0,4,2936.6000780618006,3087.22711542857,143,0
87,BasicRequest,1,2700,2700,2970;-1;-1,2972;-1;-1,,,,,108.45391655041928,956.9275289670157,0:t_wait:180.9694378426998;t_drive:138.4539165504193;fare:100;vid:0,,,0,5,2952.1267176586753,3090.5806342090955,100,0
85,BasicRequest,1,2640,2640,2976;-1;-1,2993;-1;-1,,,,,283.6171573887591,2938.897000562431,0:t_wait:97.14054589749867;t_drive:313.6171573887591;fare:293;vid:7,,,0,7,2737.140545897499,3154.4057832862586,293,0
89,BasicRequest,1,2760,2760,2974;-1;-1,2969;-1;-1,,,,,194.4600153815208,2235.6408802989013,0:t_wait:248.783480618481;t_drive:224.46001538152086;fare:223;vid:1,,,0,1,3008.783480618482,3233.2434960000037,223,0
101,BasicRequest,1,3180,3180,2967;-1;-1,2993;-1;-1,,,,,16.5010224528733,229.18086740101808,0:t_wait:10.270552833385409;t_drive:46.50102245287326;fare:100;vid:7,,,0,7,3190.270552833386,3236.771575286259,100,0
98,BasicRequest,1,3060,3060,2985;-1;-1,2972;-1;-1,,,,,121.29189445184034,1503.3785975454011,0:t_wait:48.90948610925352;t_drive:151.29189445184056;fare:150;vid:3,,,0,3,3108.9094861092535,3260.2013805610945,150,0
97,BasicRequest,1,3060,3060,2977;-1;-1,2987;-1;-1,,,,,153.90736307340424,1643.223308779993,0:t_wait:58.59743675871596;t_drive:183.9073630734042;fare:164;vid:0,,,0,0,3118.5974367587155,3302.5047998321197,164,0
100,BasicRequest,1,3120,3120,2970;-1;-1,2973;-1;-1,,,,,142.8974448513218,1435.3098664795507,0:t_wait:16.005330534746008;t_drive:172.89744485132178;fare:143;vid:2,,,0,2,3136.0053305347465,3308.9027753860696,143,0
96,BasicRequest,1,3060,3060,2968;-1;-1,2984;-1;-1,,,,,252.03090151377353,2458.521112089736,0:t_wait:0;t_drive:282.03090151377364;fare:245;vid:6,,,0,6,3060.0,3342.0309015137736,245,0
95,BasicRequest,1,3000,3000,2976;-1;-1,2992;-1;-1,,,,,262.72644983571485,2648.7482845479276,0:t_wait:117.1722687935694;t_drive:292.7264498357149;fare:264;vid:8,,,0,8,3117.1722687935694,3409.8987186292848,264,0
104,BasicRequest,1,3240,3240,2987;-1;-1,2975;-1;-1,,,,,75.98061628562048,1011.5698525452128,0:t_wait:109.22320566702501;t_drive:105.98061628562027;fare:101;vid:2,,,0,2,3349.2232056670255,3455.2038219526457,101,0
93,BasicRequest,1,2940,2940,2977;-1;-1,2969;-1;-1,,,,,255.18454515116554,2388.646837637787,0:t_wait:178.5974367587164;t_drive:285.18454515116537;fare:238;vid:0,,,0,0,3118.5974367587155,3494.7341339098816,238,0
99,BasicRequest,1,3120,3120,2979;-1;-1,2969;-1;-1,,,,,176.08738061285237,2297.2581998185124,0:t_wait:214.42192888872205;t_drive:206.08738061285248;fare:229;vid:4,,,0,4,3334.421928888724,3540.5093095015764,229,0
102,BasicRequest,1,3180,3180,2990;-1;-1,2976;-1;-1,,,,,215.70824275042304,1797.5686895868585,0:t_wait:230.2003991470765;t_drive:245.70824275042287;fare:179;vid:7,,,0,5,3296.533235490484,3542.241478240906,179,0
107,BasicRequest,1,3420,3420,2990;-1;-1,2993;-1;-1,,,,,103.11559213918216,1265.2456901492892,0:t_wait:116.53323549048264;t_drive:133.11559213918235;fare:126;vid:3,,,0,3,3536.533235490484,3669.648827629667,126,0
106,BasicRequest,1,3360,3360,2978;-1;-1,2991;-1;-1,,,,,213.15604776440068,2604.1815706442994,0:t_wait:103.9636854961791;t_drive:243.15604776440068;fare:260;vid:6,,,0,6,3463.963685496178,3707.1197332605793,260,0
103,BasicRequest,1,3240,3240,2980;-1;-1,2988;-1;-1,,,,,301.4303497212501,2580.00288138907,0:t_wait:178.32860821629265;t_drive:331.43034972124997;fare:258;vid:1,,,0,1,3418.3286082162927,3749.7589579375435,258,0
105,BasicRequest,1,3360,3360,2969;-1;-1,2975;-1;-1,,,,,235.2593142078593,2740.0593236874183,0:t_wait:63.79644102995462;t_drive:265.25931420785946;fare:274;vid:7,,,0,7,3423.7964410299546,3759.055115237815,274,0
110,BasicRequest,1,3480,3480,2969;-1;-1,2983;-1;-1,,,,,279.6765855629719,3227.3280516466893,0:t_wait:14.73413390988162;t_drive:309.6765855629719;fare:322;vid:0,,,0,0,3494.7341339098816,3804.410719472855,322,0
114,BasicRequest,1,3660,3660,2970;-1;-1,2969;-1;-1,,,,,54.10132121003899,543.4817047950673,0:t_wait:46.98346278996087;t_drive:84.1013212100388;fare:100;vid:4,,,0,4,3706.9834627899613,3791.084784,100,0
108,BasicRequest,1,3480,3480,2989;-1;-1,2976;-1;-1,,,,,170.1421955233133,1917.4080293609436,0:t_wait:122.08795908792763;t_drive:230.14219552331315;fare:191;vid:7,,,0,7,3602.0879590879276,3832.2301546112412,191,0
112,BasicRequest,1,3540,3540,2988;-1;-1,2982;-1;-1,,,,,210.35836909755386,2215.9760560517207,0:t_wait:108.34982430110813;t_drive:240.3583690975538;fare:221;vid:2,,,0,2,3648.349824301108,3888.7081933986624,221,0
111,BasicRequest,1,3540,3540,2977;-1;-1,2991;-1;-1,,,,,254.82775117248474,2383.691365711668,0:t_wait:62.39949950845448;t_drive:284.82775117248457;fare:238;vid:5,,,0,5,3602.399499508454,3887.227250680939,238,0
109,BasicRequest,1,3480,3480,2966;-1;-1,2970;-1;-1,,,,,180.96943784269993,1660.3445869925658,0:t_wait:158.42488667311727;t_drive:210.9694378426998;fare:166;vid:8,,,0,8,3638.424886673119,3849.3943245158184,166,0
113,BasicRequest,1,3540,3540,2967;-1;-1,2986;-1;-1,,,,,280.7314538171723,3022.293303016282,0:t_wait:165.51359717679316;t_drive:310.7314538171722;fare:302;vid:3,,,0,3,3705.513597176794,4016.245050993966,302,0
